1493856026.405104,1493860128.896206
1493860129.271211,1493862600.616001
1493975034.347110,1493976592.429032
1493976592.804036,1493982822.725445
1493982941.195672,1494024107.021320
1494024116.146433,1494088875.969957
1494088885.095078,1494106784.707361
1494217855.862593,1494225488.303022
1494225488.678027,1494243506.406254
1494243506.781259,1494261972.233908
1494261982.421537,1494266685.512360
1494266694.668726,1494331454.479902
1494331463.636272,1494351203.740117
1494460585.878697,1494460792.756100
1494460806.381266,1494462518.340537
1494462518.715541,1494462862.688665
1494462863.094921,1494468385.258896
1494468385.633901,1494474631.025823
1494474651.088578,1494480212.628054
1494480227.753246,1494480561.913746
1494480641.039752,1494486128.734539
1494486153.703607,1494502613.319173
1494502638.288240,1494508026.356760
1494508026.731765,1494509294.060381
1494509303.185497,1494574067.487074
1494574076.612193,1494593450.771474
1494703225.883627,1494707101.834740
1494707121.897472,1494712900.214354
1494712900.589358,1494713215.092999
1494713215.468003,1494715243.178973
1494715243.553977,1494718678.906240
1494718679.281245,1494719013.472613
1494719033.535345,1494719992.827699
1494720006.484114,1494736034.653091
1494736035.028096,1494752177.042245
1494752186.198610,1494816945.947166
1494816955.103532,1494828188.871062
1494828188.933563,1494835839.811885
1494946075.173839,1494952256.056746
1494952256.431750,1494963518.841292
1494963538.904021,1494968830.401797
1494968830.808052,1494969164.999359
1494969165.374363,1494974525.810425
1494974526.185429,1494974821.032538
1494974821.407542,1494976165.016597
1494976194.923188,1494985773.913734
1494985774.288739,1494991415.202262
1494991415.577267,1494991749.768901
1494991759.987777,1494995116.310542
1494995125.435655,1495059885.205433
1495059894.330546,1495078862.817358
1495208066.481692,1495208399.922993
1495210920.014219,1495217186.898154
1495217187.273159,1495219788.802813
1495227835.269533,1495228199.898690
1495230720.021166,1495233004.453456
1495233068.797939,1495233776.806010
1495233831.306631,1495238054.698523
1495238063.823627,1495238392.139869
1495238405.827535,1495302828.123330
1495302837.279698,1495321225.797017
1495426823.538307,1495436189.712525
1495436219.619132,1495447945.008991
1495447945.383996,1495448008.947254
1495448009.322258,1495448692.767910
1495448732.487134,1495455421.441919
1495455461.161143,1495457703.562890
1495457703.937894,1495460684.254694
1495460684.629698,1495473794.692323
1495473803.848682,1495497597.726243
1495497599.820019,1495538568.130952
1495538577.287321,1495563635.830055
1495669915.028830,1495675055.025201
1495675099.681968,1495675768.408459
1495675768.783463,1495680900.936621
1495680901.311625,1495686879.755830
1495686929.318903,1495687534.075904
1495687608.233012,1495690565.298492
1495690565.673496,1495698596.203955
1495698650.704586,1495699284.993178
1495699339.493809,1495710470.153903
1495710534.498398,1495711134.349091
1495711198.662336,1495716197.626452
1495716206.782808,1495722137.507710
1495722221.539932,1495722826.296933
1495722900.485291,1495756792.377611
1495756806.002771,1495780966.543707
1495780975.668817,1495806028.751751
1495913125.763625,1495914575.592102
1495914689.124603,1495915082.316436
1495915343.506814,1495915500.383543
1495915515.508709,1495923581.191341
1495923581.566345,1495924112.540946
1495924112.915951,1495925795.715745
1495925889.560529,1495926450.066705
1495926499.629752,1495930487.861880
1495930487.924381,1495933702.056004
1495933702.149755,1495937645.602471
1495937670.571516,1495948924.860378
1495948999.048752,1495953919.981737
1495953920.044238,1495954656.459165
1495954657.896682,1495958715.319492
1495958724.475850,1495959826.832589
1495959983.115681,1495960081.116835
1495960214.337155,1495970760.148919
1495970760.523924,1495971365.312300
1495971405.062768,1495982610.132301
1495982615.444863,1496023484.240924
1496023493.366034,1496059586.675892
1496156543.395689,1496160347.655969
1496160348.030973,1496165761.340068
1496165805.996805,1496166371.440478
1496166416.097215,1496176485.082134
1496176534.676425,1496177095.213795
1496177144.776836,1496187223.668113
1496187292.918869,1496187853.456238
1496187922.706994,1496198720.020783
1496198759.771251,1496201115.986473
1496201125.111580,1496208833.764774
1496208893.202973,1496209463.584684
1496209503.335152,1496219680.704891
1496219740.111840,1496220310.493551
1496220335.462594,1496265884.842244
1496265893.998601,1496302785.438644
1496451232.683849,1496452507.730352
1496452606.481534,1496453461.898017
1496453555.742890,1496456446.746225
1496456447.121229,1496468883.270004
1496468977.114876,1496469822.687492
1496469906.688497,1496508346.898359
1496508356.023468,1496534393.022450
1496534406.678866,1496546439.231551
1496641333.610282,1496654979.666160
1496654980.041164,1496655791.050056
1496656007.958685,1496656774.779593
1496656775.154597,1496657365.223567
