t,N,Vx,Vy,Vz,Pxx,Pyy,Pzz,Pxy,Pxz,Pyz
1501054093.008450,0.04607299715280533,-835.5440063476562,1690.301757812500,-585.2841186523438,4.320104690647142e-11,4.385026716735574e-11,4.500677955321386e-11,-2.397099446022066e-12,-4.627500639620141e-13,1.370389695817820e-12
1501054093.038464,0.04506687819957733,-2412.244628906250,2117.190673828125,-650.6676025390625,4.439298928460289e-11,4.096333341974123e-11,4.161860092666281e-11,-3.222488031626169e-12,-2.261413712539850e-12,1.699728790875710e-12
1501054093.068464,0.04388967528939247,-3148.634277343750,-1713.545898437500,993.2670898437500,4.215847809740936e-11,4.005302339793460e-11,4.379542214993926e-11,-4.310529364004445e-12,-2.001341583776628e-12,1.380799229296070e-12
1501054093.098464,0.03988156467676163,-930.3504638671875,-324.5690307617188,145.4164886474609,3.818601684857370e-11,3.949860577501241e-11,4.038374495918262e-11,-3.723041840097974e-12,-1.937053599118665e-12,1.489906397041107e-12
1501054093.128464,0.04328333958983421,-2297.956787109375,719.2805786132812,-465.2156677246094,4.519571869532335e-11,4.202157372068527e-11,4.254282343074678e-11,-5.232828059753558e-12,-4.266483433906787e-12,4.068434825144074e-12
1501054093.158464,0.04536746069788933,-2219.303710937500,2853.519775390625,-729.7246093750000,4.371728326568736e-11,3.972185427802977e-11,3.637023668345840e-11,-4.692342434747809e-12,-5.543757293502427e-12,2.196291759570812e-12
1501054093.188464,0.04899521172046661,-1485.155517578125,99.47995758056641,430.4421081542969,5.101120567618800e-11,4.353587629291056e-11,4.179449494823295e-11,-5.318483934507734e-12,-4.016599986639280e-12,3.483589068251081e-12
1501054093.218464,0.05311384797096252,-1506.635620117188,942.5578613281250,943.0173950195312,4.655781662976644e-11,4.656713903372633e-11,4.332242550808552e-11,-7.435042165271355e-12,-2.322008687757893e-12,2.580467090007588e-12
1501054093.248464,0.03621137514710426,-5599.518066406250,3771.904785156250,510.0948486328125,3.810884247057444e-11,3.428179615183602e-11,3.597759590245886e-11,-1.845774401376676e-12,-2.391274244589736e-12,1.573653642290840e-12
1501054093.278464,0.05118852108716965,-3083.441162109375,2306.224853515625,409.4616394042969,4.686697210876112e-11,4.193703023736006e-11,4.418409735307272e-11,-3.792826296089569e-12,-2.128598295889073e-12,2.269919278582999e-12
1501054093.308464,0.04522792622447014,-2430.488525390625,5693.377441406250,28.34076690673828,4.154820584800767e-11,4.387086180446254e-11,4.112541557299565e-11,-7.000282298275096e-12,-4.831379220304743e-12,2.224551272356212e-12
1501054093.338464,0.04311310499906540,-1853.945190429688,3043.744384765625,1248.674194335938,4.130594477569360e-11,4.047298954312772e-11,4.017504037778785e-11,9.979183278330250e-13,-1.909492746213215e-12,1.701132832689078e-12
1501054093.368464,0.04915715381503105,-1869.806518554688,3014.702636718750,1727.922485351562,4.046614432429152e-11,4.056778524219595e-11,4.123921690246668e-11,-2.626935561439447e-12,-1.287476527299380e-12,1.109918255394471e-12
1501054093.398464,0.04105641320347786,-5928.417480468750,2603.099365234375,1772.810058593750,3.789127345221743e-11,3.955988314707781e-11,3.800400272258031e-11,-5.262428080105019e-12,-1.428936721552254e-12,2.627719222769720e-12
1501054093.428464,0.04498092830181122,-1058.138549804688,3965.208496093750,12.52958869934082,4.213987839229993e-11,4.138409059883941e-11,4.263235250934194e-11,-3.902127319183046e-12,-3.414300309492746e-12,2.829222967015710e-12
1501054093.458464,0.04911259934306145,-4420.644042968750,1804.830444335938,2056.583007812500,5.083138424066824e-11,4.623563337746717e-11,4.446156637305521e-11,-3.183426178915427e-12,-1.842554537764829e-12,3.496479147879761e-12
1501054093.488464,0.04392928630113602,-3856.093017578125,4557.139160156250,1290.804321289062,4.479161486159455e-11,4.148857299379749e-11,4.340515794010180e-11,-5.830245140836521e-12,-2.034889834759412e-12,2.660820782457440e-12
1501054093.518464,0.04670469090342522,-4832.222167968750,3361.647705078125,304.3892822265625,4.684753626693627e-11,4.577986600917683e-11,4.535360281776590e-11,-2.579104247876773e-12,-2.705260711624580e-12,2.631013896331469e-12
1501054093.548464,0.05188521742820740,-4385.956054687500,1889.300659179688,-847.6714477539062,4.527280633714881e-11,4.664167316259515e-11,4.640111905818145e-11,-2.315857141471644e-12,-2.619755107291510e-12,1.009541408802939e-12
1501054093.578464,0.04749122634530067,-5558.462402343750,1698.488891601562,-1374.329589843750,4.495648298075139e-11,4.832053854264551e-11,4.700748471031524e-11,-2.881249926145468e-12,-9.824818909820454e-13,7.377814179899966e-13
1501054093.608464,0.04614296928048134,-4190.468261718750,2989.772216796875,493.2887268066406,4.099394781964527e-11,4.486409507786782e-11,4.418296631336638e-11,-3.255595012324752e-12,-3.354400741548136e-12,3.147860661370516e-12
1501054093.638464,0.04624010249972343,-7494.194335937500,3763.699462890625,464.0995483398438,4.636829809001597e-11,4.196647543364129e-11,4.670057743294542e-11,-2.226516930894928e-12,-1.249884635894094e-12,2.498621535368395e-12
1501054093.668464,0.04310667514801025,-5853.855468750000,1617.353393554688,1193.099365234375,4.165965142299832e-11,3.841076068322735e-11,4.015563229153862e-11,-4.247407547203208e-12,-3.325513421494758e-13,1.602137151245075e-12
1501054093.698464,0.04644920304417610,-3140.321777343750,3735.413330078125,389.6656494140625,4.033541903258886e-11,3.630966707857120e-11,3.983221391612446e-11,-2.801442237909679e-12,-1.296338362176408e-12,2.552706310221531e-12
1501054093.728464,0.03864083811640739,-2621.284423828125,1753.490966796875,551.3906250000000,3.891187372317972e-11,4.110514359445538e-11,4.236705083981995e-11,-4.260839511077696e-12,-1.220331886757353e-12,2.657723433691084e-12
1501054093.758464,0.04128796234726906,-3449.592773437500,3014.095458984375,510.9301452636719,3.928507866235442e-11,4.136447781522001e-11,3.984774316068140e-11,6.165269033145404e-13,-5.451993565809554e-13,5.266171071265091e-13
1501054093.788464,0.04247852787375450,-3222.237792968750,4192.389648437500,-205.7798156738281,4.676638937217703e-11,4.612595028152811e-11,4.596480487895072e-11,-3.356963144962588e-12,-1.508004008124453e-12,5.057261033558635e-12
1501054093.818464,0.04144932702183723,-4118.070312500000,727.2445068359375,-353.7834777832031,4.170511505585672e-11,4.350375615302937e-11,4.145735491012381e-11,1.159638791242701e-12,-5.695394785128205e-13,1.340279883604856e-12
1501054093.848464,0.04026555642485619,-1817.508300781250,-552.5494384765625,-619.3958740234375,4.117927179803083e-11,4.242140319576926e-11,4.364589592520396e-11,7.697095456664360e-14,-1.218416209938789e-12,1.486950970339129e-12
1501054093.878464,0.04021701216697693,-2129.387695312500,5292.438964843750,-1445.604248046875,4.411278287097531e-11,4.002164571970113e-11,4.341792897433194e-11,-3.193957901978517e-12,-2.802468543686154e-13,2.389971033578409e-12
1501054093.908464,0.03965704515576363,-3729.350585937500,3011.927978515625,-1474.079223632812,4.645364648503403e-11,4.056039878963524e-11,4.104753689726515e-11,-1.623130232650261e-12,-2.236961700943785e-12,9.271442120983853e-13
1501054093.938464,0.03643008321523666,-3158.383789062500,515.8257446289062,-768.9048461914062,3.859417299634238e-11,4.184545071561629e-11,3.940568704674519e-11,-3.804276772073623e-12,-1.711958049280260e-12,2.397797021699843e-12
1501054093.968464,0.04156135022640228,-5510.019042968750,2410.231201171875,1295.320922851562,4.425317404188611e-11,4.483050736192595e-11,4.382799678737115e-11,-7.756201280198494e-13,-2.775064466414845e-12,5.655317251822278e-13
1501054093.998464,0.04131358116865158,-5361.913085937500,6192.928710937500,2169.422363281250,3.944874982231283e-11,4.478243817440664e-11,3.831616968152929e-11,-1.871788314622425e-12,-1.089800016722264e-12,-6.973645836141906e-13
1501054094.028478,0.03946513682603836,-4018.868896484375,3340.143798828125,1302.540283203125,4.385825730368609e-11,4.160757155480255e-11,4.052182894787038e-11,-3.094886543222874e-12,3.350788613590283e-13,1.799173874120208e-12
1501054094.058478,0.03983250260353088,-6425.616210937500,414.3091430664062,2267.751708984375,4.508383943946370e-11,4.338754008847978e-11,3.852239013890646e-11,-3.161165123069520e-12,-2.055377569532002e-12,8.175702411079844e-13
1501054094.088478,0.03855068236589432,-5581.055664062500,2332.047363281250,2115.725830078125,4.503224182439425e-11,4.020838523244308e-11,4.134364725572048e-11,-3.541357311565019e-12,-1.358997549910645e-12,3.681373782205011e-12
1501054094.118478,0.04798808321356773,-4018.319091796875,1299.429443359375,932.7142944335938,5.052215937273452e-11,4.736674941163699e-11,4.750626281246895e-11,2.729531444617406e-12,-2.117986992386522e-12,-2.188709283257317e-12
1501054094.148478,0.04362179338932037,-4745.969238281250,3965.073730468750,1188.758789062500,4.381427859412312e-11,4.509003240227294e-11,4.527409003252103e-11,-2.629436382170502e-13,1.375280369187576e-13,1.216223411044937e-12
1501054094.178478,0.05059063807129860,-3669.196777343750,-1030.783447265625,492.6053161621094,5.005839145977298e-11,4.520009019848281e-11,5.026862953672051e-11,-3.926331048481613e-12,-2.527240569594191e-12,2.883850927157261e-12
1501054094.208478,0.04549255222082138,-1221.276855468750,2325.850097656250,1421.116455078125,4.682711510217707e-11,5.462567551073327e-11,4.505207318317161e-11,-4.404606887553619e-12,-1.267799775751810e-12,2.758154165130589e-12
1501054094.238478,0.04739131778478622,-3694.999267578125,2160.656250000000,2348.562744140625,4.700730776852069e-11,4.857999419405346e-11,5.042020967405136e-11,-6.075497635364691e-13,-6.607189296549409e-13,2.188591322060951e-12
1501054094.268478,0.04544180259108543,-4361.829101562500,4547.826660156250,2046.935180664062,4.436415471098520e-11,4.528259017755332e-11,4.499072989161412e-11,-4.206531390577029e-12,-4.330258807777598e-12,3.785822350055312e-12
1501054094.298478,0.04717949032783508,-2298.075927734375,3787.797363281250,2876.187255859375,4.848920917566168e-11,3.918811802838817e-11,4.737287298550719e-11,-3.672272989169167e-12,-2.309277335327264e-12,3.482361100870524e-12
1501054094.328478,0.05137377977371216,-1811.515869140625,3852.269531250000,1948.722290039062,4.954793519917899e-11,4.211482204641293e-11,4.694715102782077e-11,-3.544709014161040e-13,-1.101626819280388e-12,1.474481127472504e-12
1501054094.358478,0.04705794900655746,-1967.137207031250,4540.166015625000,1269.262329101562,4.772814782283419e-11,4.545014711809792e-11,4.310788184747061e-11,-2.036296695498430e-12,-1.320993227998946e-12,-7.840831933378367e-13
1501054094.388478,0.04749458655714989,-3144.833740234375,2111.719482421875,124.7558059692383,4.738181721974932e-11,4.434946160314368e-11,4.717442408930239e-11,-1.877513769454886e-12,-1.108134417560080e-12,1.060799668592405e-12
1501054094.418478,0.04712082818150520,-3488.834228515625,954.5230712890625,144.9693145751953,4.316170684748322e-11,4.880971668508316e-11,4.683246845882394e-11,-3.513669823845822e-12,-2.845582493596344e-12,3.928588791085597e-12
1501054094.448478,0.05465129762887955,-3736.257080078125,-1337.256347656250,1801.057739257812,5.757090290603450e-11,5.102467059980853e-11,5.567593261424086e-11,-4.292554159346373e-12,-4.775425714587112e-12,4.445368986111253e-12
1501054094.478478,0.05324244871735573,-2436.605957031250,2790.027343750000,2056.840576171875,4.689877305952272e-11,4.577944273664869e-11,4.486635021838659e-11,-4.092956442519613e-12,-3.980788788882084e-12,4.695567719370519e-12
1501054094.508478,0.05008096620440483,-2726.560546875000,610.6969604492188,303.1979675292969,5.058185467698983e-11,4.812687054434051e-11,4.591672528309054e-11,-4.149569143158116e-12,-2.924866945863691e-12,8.191340401114688e-13
1501054094.538478,0.04706270247697830,-1585.601684570312,-474.5247192382812,299.6072692871094,4.898005612208323e-11,4.720838650551507e-11,4.754428448161541e-11,-2.007836388470685e-12,-2.340531848193939e-12,1.597515088963553e-12
1501054094.568478,0.05056149140000343,-2637.398925781250,2365.804931640625,411.5357055664062,4.892229676922710e-11,4.863260488763288e-11,4.755456445293404e-11,-1.587943752184851e-12,1.298685551459622e-13,9.700262511638802e-13
1501054094.598478,0.05026908591389656,-3897.631591796875,8.778457641601562,-150.4503021240234,5.364204219704405e-11,4.712023826680678e-11,4.468124481515900e-11,3.226650988497753e-13,-5.424473804166441e-13,1.407332909063308e-13
1501054094.628478,0.04253825172781944,-4703.682128906250,4856.792968750000,-631.8801879882812,4.640665282606982e-11,4.450981944126298e-11,4.568317599207283e-11,-4.342739275825513e-12,-2.221017640635647e-12,-2.347916566031172e-12
1501054094.658478,0.04623536765575409,-4872.759277343750,363.1482238769531,1768.579467773438,4.859581834160132e-11,4.850218837670894e-11,4.646886694881225e-11,-5.676791502151612e-13,-5.083920263937447e-12,1.700404818035309e-13
1501054094.688478,0.04329947754740715,-2486.675781250000,-343.2471923828125,-1064.538818359375,4.675015236044189e-11,4.202458520063956e-11,4.139170603489895e-11,-5.786330073941082e-13,-8.297315742464284e-13,-8.279200892566396e-13
1501054094.718478,0.05173714831471443,-2972.320556640625,1975.361328125000,511.4671020507812,5.324491542113563e-11,4.541366935284508e-11,5.007579420568398e-11,1.744348047082178e-12,5.821569897153378e-13,2.618800358858420e-12
1501054094.748478,0.05171935260295868,-2610.078369140625,1148.420410156250,213.5348205566406,4.917418555683284e-11,4.866949898651995e-11,4.684733503901306e-11,1.036571111064089e-12,-8.411269727601201e-13,1.379582320777673e-12
1501054094.778478,0.04950706660747528,-4533.032714843750,-1149.649291992188,-1078.540527343750,4.787334417777345e-11,4.942342368696728e-11,4.805594117085477e-11,8.537451886940495e-13,-1.115747468374839e-12,-9.624926723683647e-13
1501054094.808478,0.04506087675690651,-596.9309082031250,1289.156738281250,827.0198364257812,4.565266567557735e-11,5.065073013788002e-11,4.820168569841243e-11,-1.870435663992032e-12,-1.787128821664763e-12,2.121425647996777e-12
1501054094.838478,0.05191935598850250,-2595.059814453125,-2628.527343750000,-647.9867553710938,5.306097575208391e-11,5.134416156127308e-11,5.230001848266497e-11,-6.315311121274370e-12,-2.919277449983659e-12,2.038353643860069e-12
1501054094.868478,0.04874760657548904,817.8120117187500,-1203.460205078125,-1548.938720703125,5.011274034627533e-11,4.300678563273763e-11,4.622360133543779e-11,-2.070892285779835e-12,-2.568477982384243e-12,1.105428791038643e-12
1501054094.898478,0.05443562939763069,-2212.816406250000,2056.045898437500,-1161.964111328125,5.342455991486084e-11,4.893963359564601e-11,5.170771449902745e-11,-1.498148827216994e-12,-3.603796731518893e-12,1.992694204089318e-12
1501054094.928478,0.05987932160496712,-2088.516113281250,-925.8505249023438,943.0269165039062,5.347010681444608e-11,5.314084242091788e-11,5.093395150090885e-11,-4.315040946084592e-12,-3.222781199893610e-12,8.547118091409289e-15
1501054094.958478,0.05118673667311668,-1223.386108398438,-1133.470458984375,-1279.249023437500,4.632473224464029e-11,4.757777852248957e-11,5.069040326377561e-11,-5.790200784117072e-12,-1.897221095503721e-12,5.568246872703769e-14
1501054094.988478,0.05113262683153152,-3434.528808593750,894.2789306640625,843.5073852539062,5.029809901913040e-11,4.644985091006859e-11,5.013759199479217e-11,3.692668458336879e-13,-1.487897587255926e-12,5.815396992084332e-13
1501054095.018493,0.05519955232739449,-2442.035156250000,2380.250976562500,-267.1237182617188,5.105470907151854e-11,5.657004725767578e-11,5.746706929765644e-11,-2.714226846750600e-12,-9.050757647684204e-13,1.906199156853638e-12
1501054095.048493,0.05255705863237381,-393.3761596679688,253.5532379150391,-1374.668212890625,5.113953704949381e-11,5.531271968228779e-11,5.254114157637879e-11,-7.077337414035378e-12,-5.760986739739016e-12,2.619237075493497e-12
1501054095.078493,0.04924865067005157,-163.2645111083984,56.43064498901367,400.4169921875000,4.972458209073771e-11,4.403508460648631e-11,4.815002563329784e-11,-3.610068841086722e-12,-3.677550451663958e-12,2.784067681255165e-12
1501054095.108493,0.05182476714253426,-2545.604248046875,423.7859497070312,-475.2926330566406,5.229609106871536e-11,4.903545278156507e-11,5.434114269675661e-11,-7.411045735428168e-12,-4.251060441162746e-12,2.573524943497163e-12
1501054095.138493,0.04614520072937012,-2626.080566406250,1807.213989257812,371.4649353027344,4.762592056839487e-11,4.872228315244698e-11,5.288178228646245e-11,-4.645255100715895e-12,-3.459741824626827e-12,5.984195344116428e-13
1501054095.168493,0.05457014963030815,-3138.253173828125,2406.006835937500,532.4516601562500,5.836497257716289e-11,5.077513409723622e-11,5.843352191003959e-11,-4.312681288476394e-12,-4.326269377463721e-12,1.463741237592298e-12
1501054095.198493,0.05041984468698502,-2339.033691406250,1997.198242187500,1231.393920898438,5.547527021088072e-11,4.907489345451488e-11,5.404015429588682e-11,-2.547828484647519e-12,-1.649227195782421e-12,2.826004404446469e-12
1501054095.228493,0.04803942143917084,-3553.424804687500,211.6535186767578,286.7964172363281,5.057443006051265e-11,4.909428419352935e-11,5.251484663792994e-11,-4.839452189681070e-12,-4.321063038631445e-12,2.086619071972606e-12
1501054095.258493,0.05020699277520180,-723.0954589843750,1853.177978515625,444.7866821289062,5.404047001555945e-11,4.796579106125520e-11,5.008434986186749e-11,-2.322467738957723e-12,-1.788512805737941e-12,1.469264705560025e-12
1501054095.288493,0.05313677713274956,-1980.715698242188,-1083.312377929688,457.1304626464844,5.170774225460306e-11,5.071320099969689e-11,5.238852407440930e-11,-1.081837744387748e-12,1.441622564596692e-13,4.504539970195953e-12
1501054095.318493,0.04714543744921684,-1489.184326171875,599.3665161132812,-1729.855224609375,4.767808370331750e-11,4.910064368979228e-11,5.258912749717126e-11,-3.108351900524275e-12,-2.477985698579044e-12,2.010503959495868e-12
1501054095.348493,0.05007801204919815,-1817.607299804688,-530.7874145507812,-553.8446044921875,4.695518626696149e-11,4.915115536796577e-11,5.163631328075624e-11,-5.669289256798882e-12,-2.099000010261087e-12,3.987397217963817e-12
1501054095.378493,0.04770426824688911,-492.4197387695312,-1241.416259765625,-1863.792114257812,4.818194107580887e-11,4.184500662640644e-11,4.514333004634885e-11,-2.553301970895094e-12,-2.129684666465903e-12,1.842298666052122e-12
1501054095.408493,0.04848302528262138,519.1416015625000,-425.4748840332031,-861.9680175781250,5.193159791083701e-11,5.592035168255904e-11,5.224992660757266e-11,-7.288795435267392e-12,-2.562624374854994e-12,3.207668939492203e-12
1501054095.438493,0.04732085019350052,1321.685058593750,1187.953857421875,366.1761169433594,4.724264729416561e-11,5.001202230126012e-11,5.232074148930899e-11,-5.296374450125541e-12,-2.748691248569135e-12,2.111158687104209e-12
1501054095.468493,0.04890235140919685,286.1778259277344,358.5360412597656,-487.8398742675781,5.205206404790275e-11,5.270500702536651e-11,5.508342046378623e-11,-9.944044719600864e-12,-5.233433478246674e-12,2.908574206136882e-12
1501054095.498493,0.04883627966046333,2113.472900390625,631.1171264648438,102.2263259887695,5.241808029299300e-11,4.851345714040889e-11,5.198112773552310e-11,-5.914217900138130e-12,-4.242434528678451e-12,3.201645112221874e-12
1501054095.528493,0.05116594210267067,2182.913085937500,-2466.667968750000,203.5026702880859,4.921335908236735e-11,5.137304817659505e-11,5.136448905096458e-11,-6.175426923299421e-12,-4.910641338007338e-12,1.486438901653064e-12
1501054095.558493,0.05065183341503143,95.15789794921875,-2180.657714843750,661.9558715820312,4.764041244831319e-11,4.958998836568362e-11,4.847711815303413e-11,-4.681426687275225e-12,-3.775108697867680e-12,2.612301867876976e-12
1501054095.588493,0.04745749011635780,-899.3480834960938,4654.183593750000,2250.652587890625,5.101928948758605e-11,5.620733392608379e-11,5.274810796485063e-11,-5.465580245334056e-12,-3.071658379039111e-12,2.990225905427635e-12
1501054095.618493,0.05120437592267990,-4.010179996490479,527.9151000976562,1064.706665039062,5.118024407058108e-11,5.333514879746204e-11,5.233816505190170e-11,-5.482746635171454e-12,-2.631249168202898e-12,4.451302174079963e-12
1501054095.648493,0.05632551386952400,-119.8823471069336,271.3482055664062,-934.3311767578125,5.609541650630767e-11,6.323006007669107e-11,6.115419975971648e-11,-4.097896067617457e-12,-4.436219187137214e-12,6.776753637416366e-12
1501054095.678493,0.05124748498201370,-3025.485595703125,2486.562988281250,689.8446655273438,5.181927109632056e-11,4.897348845900318e-11,5.084699675195203e-11,-4.685393132503046e-12,-3.253366976860295e-12,3.635987995062595e-12
1501054095.708493,0.05221761018037796,-4050.727783203125,3377.550048828125,506.1812744140625,4.961994357066679e-11,5.274853470682572e-11,5.330137720083172e-11,-2.184657186057870e-12,-5.945892649766860e-12,3.889387509975473e-12
1501054095.738493,0.05083015188574791,-5665.102050781250,2443.037109375000,1106.906127929688,5.892229065773691e-11,5.002581682234108e-11,5.449129342194325e-11,-2.029519347718223e-12,-1.013505468785980e-12,1.502569661575304e-12
1501054095.768493,0.05156036093831062,-6183.667968750000,834.3222045898438,1310.001953125000,5.331190697233090e-11,5.436699701544256e-11,5.482477666296504e-11,-8.488453538159357e-13,-7.849396046338830e-13,-3.386678687055528e-13
1501054095.798493,0.05489307269454002,-5459.928710937500,4286.687500000000,320.3154907226562,5.419415957663709e-11,6.040554167974221e-11,5.742425285282238e-11,-2.584560820570458e-12,-2.919342718954443e-12,1.218777574522878e-12
1501054095.828493,0.05194555968046188,-3111.612060546875,2917.422851562500,-101.4013366699219,5.346055542698736e-11,5.764625582438399e-11,5.459808993801829e-11,-1.881145846732712e-12,-1.038591847073167e-12,2.546522237870108e-12
1501054095.858493,0.05007332935929298,-4568.721191406250,2664.054931640625,2099.720703125000,5.464249538955634e-11,4.605653358691342e-11,5.384755488724302e-11,-2.157710587893241e-13,-3.936107949992218e-12,2.435098130082469e-12
1501054095.888493,0.05773464217782021,-3033.145751953125,3042.538085937500,-1603.074584960938,5.896405586014453e-11,5.507421949046964e-11,5.621155624302432e-11,-7.575176597107713e-12,-3.348275649794896e-12,4.422179636365264e-12
1501054095.918493,0.05850378051400185,-6222.304687500000,2166.942382812500,407.9198913574219,6.128889062928522e-11,5.877691389155615e-11,5.761922189373436e-11,-7.660684586685562e-12,-1.957635876320696e-12,2.382378799445362e-12
1501054095.948493,0.06480965018272400,-5080.458007812500,2648.917968750000,-1553.679443359375,6.768145766056222e-11,6.577367817062196e-11,6.335760388553879e-11,-1.430378845966931e-13,-1.895588937553261e-12,1.675578079063378e-12
1501054095.978493,0.05740429833531380,-3311.346435546875,1721.886718750000,4.250842094421387,6.093974630472232e-11,5.847397566149937e-11,6.176012479208737e-11,-4.403796392219578e-13,-9.006163870228789e-13,1.555209520193168e-12
1501054096.008493,0.06847756356000900,-2387.593505859375,2262.195068359375,-106.0644836425781,6.334991559109326e-11,6.030715510307871e-11,6.381575129443817e-11,1.013450391315618e-12,-1.132237532897040e-12,8.593455808059147e-13
1501054096.038508,0.06286040693521500,-3347.966308593750,435.8981018066406,-25.79284858703613,6.063630153541055e-11,6.391469298261399e-11,6.235377492114225e-11,-9.579507326273884e-13,6.099501871463520e-13,-3.200528763454974e-13
1501054096.068508,0.06861621141433716,-3349.221923828125,2470.891357421875,-518.9613037109375,6.700647675605964e-11,7.315184569200994e-11,7.122177847485034e-11,7.285052010426452e-13,-1.015554719312195e-12,-1.044322289235622e-12
1501054096.098508,0.07083888351917267,-2558.701660156250,-159.7742767333984,-274.2903442382812,6.790187162541983e-11,6.554491671639795e-11,6.961447390763098e-11,-1.265191944266331e-12,-1.225209495490931e-12,-1.842068571246067e-13
1501054096.128508,0.06087802723050117,-1880.320190429688,426.0863342285156,-58.40696716308594,6.057586376950752e-11,6.193989765534980e-11,6.396286278409491e-11,-1.758753516087341e-12,1.176847112599119e-13,-2.317687925260103e-12
1501054096.158508,0.06421407312154770,911.7426147460938,1710.458007812500,733.3156127929688,6.543869612851694e-11,7.211066466172866e-11,6.970705956899081e-11,-5.248296914249495e-13,-2.765638846408125e-12,-1.420727793223497e-12
1501054096.188508,0.06022130325436592,-2130.343994140625,2758.871582031250,788.4028930664062,6.567965615822402e-11,6.463150153956931e-11,6.559316978460572e-11,1.861590308988026e-12,-1.512995132825490e-12,7.044013809742733e-13
1501054096.218508,0.06092388555407524,-247.9919738769531,1369.515258789062,122.1113967895508,6.042238931414090e-11,6.011936087846337e-11,6.418013343001405e-11,-3.143954497783485e-12,-2.007254822425364e-12,1.365643058706678e-12
1501054096.248508,0.05893301218748093,-1381.723388671875,1866.949584960938,1383.434326171875,6.141244457413819e-11,6.427460647051575e-11,6.050535072965602e-11,-2.966018273001247e-12,-3.210998632784123e-13,2.463275243502761e-12
1501054096.278508,0.06541059911251068,-1199.539916992188,593.6740722656250,1616.948486328125,6.229580046257510e-11,6.263412705154181e-11,6.317366074704012e-11,5.543205868277501e-13,-1.037375263815421e-12,-5.089084535725430e-13
1501054096.308508,0.05878879129886627,39.42844772338867,-177.5567474365234,850.3078613281250,5.788330925682317e-11,6.094504761966490e-11,5.899601640546592e-11,-1.741349252293301e-12,-1.876679801143810e-12,1.989141490410518e-12
1501054096.338508,0.05934561789035797,-729.6692504882812,1824.879760742188,709.5386352539062,6.049104966932006e-11,5.577464878836480e-11,5.711123934881712e-11,4.758324810560932e-13,-1.487105252308274e-12,1.450632799646079e-12
1501054096.368508,0.06217841431498528,-1034.573974609375,409.6193542480469,346.1983642578125,5.955402837543033e-11,5.760432408852267e-11,5.759792295889632e-11,-5.186411196345109e-13,-1.756942139517770e-12,6.589936658429191e-14
1501054096.398508,0.06374780833721161,-1484.069702148438,981.9058837890625,-323.1071166992188,6.897819121443050e-11,5.608847414295681e-11,6.205720659568925e-11,-5.259975181109988e-12,-2.699070784581425e-12,1.757978962055318e-12
1501054096.428508,0.05495255067944527,-603.6247558593750,2631.993896484375,-794.7489013671875,5.686735804477649e-11,5.095357122342214e-11,5.353842369437700e-11,3.291175112388883e-13,-1.375116166768553e-12,5.333493520963406e-13
1501054096.458508,0.05751828104257584,-742.0400390625000,2396.456787109375,20.78313446044922,5.837062777569457e-11,6.173983546631234e-11,5.797212362934623e-11,-1.269472482863521e-12,-6.265244399672465e-13,1.503036844291428e-12
1501054096.488508,0.05610803887248039,444.8227233886719,1208.163818359375,1789.850585937500,5.246894585475559e-11,5.461952071184051e-11,5.902033722859912e-11,1.262441757035604e-12,7.438781578564257e-13,-2.308817850446565e-12
1501054096.518508,0.05259700119495392,-840.7044677734375,4071.090576171875,-201.1948394775391,4.813814277748740e-11,5.232775671104584e-11,5.342360928639600e-11,-8.434459185767407e-13,-9.934221414237276e-13,-6.401878267954519e-13
1501054096.548508,0.05389771237969398,-3714.984619140625,415.7901916503906,-654.9213867187500,5.564971400362495e-11,5.621605958516795e-11,5.480402937019235e-11,-1.815677165908913e-12,1.378086338620077e-12,1.326285869324151e-12
1501054096.578508,0.05893842503428459,-5855.462890625000,1680.142089843750,-1232.814941406250,6.484720399546617e-11,5.729970664614115e-11,5.869043445683175e-11,-7.537842745819479e-12,-2.503787650300071e-13,2.129664500305495e-12
1501054096.608508,0.05990868434309959,-5909.625976562500,-59.47787857055664,-27.66902923583984,6.301679317255449e-11,5.616103068706302e-11,5.676057193704231e-11,-5.942382870494090e-12,-1.647445092671507e-12,1.978240054406610e-12
1501054096.638508,0.06184558197855949,-4166.995605468750,3932.396728515625,913.0665893554688,6.281993675250064e-11,6.205136404702216e-11,5.881550801944968e-11,-3.523891248247146e-12,-3.478359093811445e-12,1.583742685606904e-12
1501054096.668508,0.05732722952961922,-4654.291503906250,3774.693359375000,2113.666748046875,5.671015740338348e-11,5.704553149299407e-11,5.642651276782651e-11,-3.576777112337948e-12,-1.942288560888294e-12,-6.021693560454011e-13
1501054096.698508,0.06049675494432449,395.2975463867188,2449.508056640625,308.5094299316406,5.529629185097029e-11,6.569461641348084e-11,6.140100233809065e-11,-2.057942791872103e-12,-2.528783389285638e-13,1.240953628918462e-12
1501054096.728508,0.05335656926035881,-1288.090087890625,-953.8104858398438,377.5731811523438,5.640899206071914e-11,5.430202468237333e-11,5.555512994082079e-11,9.650380538087089e-13,-4.282911644695048e-13,2.929646976401745e-12
1501054096.758508,0.05212549865245819,-1523.539916992188,718.3336791992188,751.9147338867188,5.200620142864487e-11,5.006749875802186e-11,5.234466679548966e-11,-6.291354698491347e-13,1.329660665426446e-12,1.467912813871153e-12
